ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
7.6303,3.0418,-5.4612,7.7009,2.3263,-5.6084,-0.0706,0.7155,0.1472,0.3558,-0.8362,0.2184,0.0,-66.54,12.0,23.46,323.05,-13.72,-126.06,0.0,1009.11,57.012,42.359177,-71.1089,-58.06,10.9525623526059,,0.0,54.83871,,12 / 19,8602,2015-08-25 14:32:51:620
6.9168,4.0785,-6.1974,7.1691,2.9068,-6.027,0.1153,-0.4839,0.5359,-0.5017,-0.1726,-0.2929,0.0,-66.18,8.76,23.58,319.43,-17.24,-130.05,0.0,1009.14,57.012,42.359177,-71.1089,-58.06,10.9525623526059,,0.0,54.83871,,12 / 19,8708,2015-08-25 14:32:51:726
8.9938,2.569,-5.6527,6.7124,3.8981,-5.9932,0.7863,-1.2381,0.6625,0.0405,0.4336,-0.1065,0.0,-65.64,6.3,23.28,319.3,-23.42,-131.76,0.0,1009.14,56.917,42.359177,-71.1089,-58.06,10.9525623526059,,0.0,54.83871,,12 / 19,8815,2015-08-25 14:32:51:833
13.5751,-1.4138,-5.1535,5.3239,5.9271,-5.718,8.2512,-7.3409,0.5645,0.0405,0.4336,-0.1065,0.0,-65.64,6.3,23.28,319.3,-23.42,-131.76,0.0,1009.19,56.917,42.359177,-71.1089,-58.06,10.9525623526059,,0.0,54.83871,,12 / 19,8921,2015-08-25 14:32:51:939
6.8833,2.241,-6.9384,6.1813,4.1479,-6.3841,0.6709,-2.0278,-0.4669,0.6637,0.0234,0.6296,0.0,-64.74,3.96,23.04,321.52,-37.19,-137.04,0.0,1009.13,56.917,42.359177,-71.1089,-58.06,10.9525623526059,,0.0,54.83871,,12 / 19,9027,2015-08-25 14:32:52:045
8.0266,3.2178,-4.4041,6.1813,4.1479,-6.3841,0.6709,-2.0278,-0.4669,-0.5071,-0.147,-0.6711,0.0,-63.9,2.82,23.04,313.59,-25.02,-135.92,0.0,1009.13,62.411,42.359177,-71.1089,-58.06,10.9525623526059,,0.0,54.83871,,12 / 19,9132,2015-08-25 14:32:52:150
8.6694,2.8527,-5.3187,6.6272,4.1687,-5.9052,-1.8221,0.3755,1.1491,0.474,-0.2301,0.016,0.0,-63.06,2.46,23.76,320.0,-25.16,-131.7,0.0,1009.11,62.411,42.359177,-71.1089,-58.06,10.9525623526059,,0.0,54.83871,,12 / 19,9238,2015-08-25 14:32:52:256
7.3789,2.9664,-5.9221,7.0429,3.639,-5.7727,-1.2729,0.3593,0.5366,0.2141,-0.1182,-0.1523,0.0,-62.22,1.98,24.6,321.97,-21.78,-129.34,0.0,1009.11,62.411,42.359177,-71.1089,-58.06,10.9525623526059,,0.0,54.83871,,12 / 19,9344,2015-08-25 14:32:52:362
7.9978,4.2617,-6.4177,7.0697,3.673,-5.7183,0.0064,-0.4432,0.5707,-0.179,0.0224,-0.4325,0.0,-61.74,1.8,25.32,322.84,-22.0,-128.97,0.0,1009.08,61.676,42.359177,-71.1089,-58.06,10.9525623526059,,0.0,54.83871,,5 / 19,9450,2015-08-25 14:32:52:468
9.4679,4.5226,-4.3084,7.0004,4.2346,-5.4067,2.4675,0.288,1.0984,-0.3238,0.8629,-1.3944,0.0,-61.44,1.5,25.86,330.48,-25.58,-127.68,0.0,1009.08,61.676,42.35919,-71.10888,-51.61,10.9525623526059,,0.0,45.16129,,5 / 19,9556,2015-08-25 14:32:52:574
3.9612,2.3415,-7.5645,6.6469,5.3069,-4.8811,-4.0492,3.6427,2.9897,0.7958,0.0064,-0.0703,0.0,-61.26,0.06,25.2,335.25,-32.76,-126.29,0.0,1009.16,61.676,42.35919,-71.10888,-51.61,10.9525623526059,,0.0,45.16129,,5 / 19,9662,2015-08-25 14:32:52:680
5.6407,3.6332,-5.0805,6.1833,5.2298,-5.5305,-5.3429,-0.5958,-0.139,0.049,-1.7097,0.7478,3.0,-60.84,-3.18,22.02,320.59,-32.23,-131.81,0.0,1009.11,57.179,42.35919,-71.10888,-51.61,10.9525623526059,,0.0,45.16129,,5 / 19,9768,2015-08-25 14:32:52:786
-1.1337,3.2274,-3.1005,6.4307,3.6866,-6.4207,9.2717,3.4613,2.7851,0.049,-1.7097,0.7478,3.0,-60.84,-3.18,22.02,320.59,-32.23,-131.81,0.0,1009.11,57.179,42.35919,-71.10888,-51.61,10.9525623526059,,0.0,45.16129,,5 / 19,9874,2015-08-25 14:32:52:892
16.2315,8.2612,-5.606,6.4307,3.6866,-6.4207,9.2717,3.4613,2.7851,-0.0309,0.4698,0.6402,1.0,-60.3,-6.84,18.36,295.67,-22.08,-134.96,0.0,1009.09,57.179,42.35919,-71.10888,-51.61,10.9525623526059,,0.0,45.16129,,5 / 19,9981,2015-08-25 14:32:52:999
8.5617,4.4269,-3.8846,7.7429,4.186,-4.3237,-3.237,-3.682,-0.5533,-0.1342,0.4964,-0.1854,1.0,-59.28,-9.24,16.08,319.26,-25.27,-119.18,0.0,1009.09,55.766,42.35919,-71.10888,-51.61,10.9525623526059,,0.0,45.16129,,5 / 19,10087,2015-08-25 14:32:53:105
9.809,3.9504,-3.0813,8.0985,4.2321,-3.5601,-6.1364,0.8161,-1.2654,-0.44,-0.4431,0.8746,0.0,-58.2,-9.78,15.06,329.78,-25.57,-113.73,0.0,1009.12,55.766,42.35919,-71.10888,-51.61,10.9525623526059,,0.0,45.16129,,5 / 19,10193,2015-08-25 14:32:53:211
7.8003,2.4002,-1.664,8.1801,3.4526,-4.1637,-5.1969,-1.973,-0.7791,-0.033,-0.0383,2.8176,1.0,-57.6,-8.46,15.12,315.36,-20.61,-116.98,0.0,1009.12,55.766,42.35919,-71.10888,-51.61,10.9525623526059,,0.0,45.16129,,5 / 19,10299,2015-08-25 14:32:53:317
8.3031,-10.4196,0.559,8.8236,0.7395,-4.2151,11.9557,7.1709,-1.0593,-0.4059,-1.7694,-0.7862,1.0,-57.18,-5.1,15.72,266.68,-4.32,-115.53,0.0,1009.12,64.693,42.35919,-71.10888,-51.61,10.9525623526059,,0.0,45.16129,,5 / 19,10405,2015-08-25 14:32:53:423
-3.7026,-0.7398,-13.5943,8.0702,2.0843,-5.167,-2.2535,-1.4271,0.4204,0.1811,-0.9417,-1.9111,0.0,-57.18,1.44,15.72,307.02,-12.27,-122.63,0.0,1009.14,64.693,42.359184,-71.10895,-38.71,10.9525623526059,,0.0,45.16129,,8 / 19,10511,2015-08-25 14:32:53:529
8.9615,-0.0012,-4.9285,7.9473,0.6891,-5.704,1.0142,-0.6903,0.7755,0.7159,0.751,0.1193,0.0,-56.94,6.24,15.36,295.08,-4.03,-125.67,0.0,1009.14,64.693,42.359184,-71.10895,-38.71,10.9525623526059,,0.0,45.16129,,8 / 19,10617,2015-08-25 14:32:53:635
4.1348,1.482,-3.723,8.2416,-0.2619,-5.3082,-3.4041,1.3908,1.0765,-0.1214,0.5156,1.8781,1.0,-56.46,10.32,16.92,297.91,1.53,-122.78,0.0,1009.17,69.787,42.359184,-71.10895,-38.71,10.9525623526059,,0.0,45.16129,,8 / 19,10723,2015-08-25 14:32:53:741
9.7456,-2.6049,-5.3127,8.157,-2.653,-4.7534,5.7318,-0.9299,0.8449,-0.1214,0.5156,1.8781,0.0,-56.46,10.32,16.92,297.91,1.53,-122.78,0.0,1009.08,69.787,42.359184,-71.10895,-38.71,10.9525623526059,,0.0,45.16129,,8 / 19,10829,2015-08-25 14:32:53:847
6.5146,-1.5634,-5.7628,8.157,-2.653,-4.7534,5.7318,-0.9299,0.8449,0.1065,-0.1672,2.0655,0.0,-56.34,13.8,19.44,259.42,15.7,-120.23,0.0,1009.08,69.787,42.359184,-71.10895,-38.71,10.9525623526059,,0.0,45.16129,,8 / 19,10935,2015-08-25 14:32:53:953
8.0924,-2.4588,-4.7226,7.8141,-3.1504,-5.0186,-0.386,1.0746,0.9185,-0.0597,-0.0842,0.4005,0.0,-55.68,18.66,24.18,262.58,18.74,-122.71,0.0,1009.15,57.644,42.359184,-71.10895,-38.71,10.9525623526059,,0.0,45.16129,,8 / 19,11041,2015-08-25 14:32:54:059
4.616,-6.3111,-7.1706,7.7458,-3.3425,-5.0001,-0.617,-3.0093,-2.2508,-0.3302,-0.2418,-0.1917,0.0,-54.6,26.28,30.12,304.25,19.93,-122.84,0.0,1009.15,57.644,42.359184,-71.10895,-38.71,10.9525623526059,,0.0,45.16129,,8 / 19,11147,2015-08-25 14:32:54:165
10.0916,-2.5929,-4.7537,7.692,-3.2243,-5.1582,2.3995,0.6313,0.4045,0.0724,0.3025,-0.1417,0.0,-53.64,34.62,36.0,359.14,19.19,-123.85,0.0,1009.08,57.644,42.359184,-71.10895,-38.71,10.9525623526059,,0.0,45.16129,,8 / 19,11252,2015-08-25 14:32:54:270
6.3422,-1.6927,-4.6196,7.7478,-3.1705,-5.1078,-0.9734,1.479,0.0441,-0.2706,-0.0916,0.2109,0.0,-51.9,41.94,41.34,16.94,18.86,-123.4,0.0,1009.08,54.748,42.359184,-71.10895,-38.71,10.9525623526059,,0.0,45.16129,,8 / 19,11358,2015-08-25 14:32:54:376
7.8135,-4.1934,-7.2173,7.7366,-3.2352,-5.0842,0.8203,1.0146,1.5468,0.1598,0.115,-0.0501,0.0,-50.04,43.44,44.16,26.3,19.26,-123.31,0.0,1009.11,54.748,42.359184,-71.10895,-38.71,10.9525623526059,,0.0,45.16129,,11 / 19,11464,2015-08-25 14:32:54:482
7.2305,-3.4189,-4.9213,7.8064,-3.2232,-4.9841,-0.0492,0.0246,-0.1132,0.0767,0.0458,-0.0288,0.0,-48.66,43.08,45.96,33.27,19.19,-122.56,0.0,1009.09,54.748,42.35918,-71.10883,-38.71,10.9525623526059,,0.0,41.935486,,11 / 19,11570,2015-08-25 14:32:54:588
7.8781,-3.1292,-5.0733,7.8189,-3.2236,-4.9642,-0.149,0.0346,-0.2599,0.0767,0.0458,-0.0288,0.0,-48.66,43.08,45.96,33.27,19.19,-122.56,0.0,1009.09,56.499,42.35918,-71.10883,-38.71,10.9525623526059,,0.0,41.935486,,11 / 19,11676,2015-08-25 14:32:54:694
8.1199,-3.2334,-4.7489,7.7633,-3.227,-5.0486,0.3567,-0.0064,0.2997,-0.0533,-0.0075,0.0437,0.0,-47.34,42.78,46.92,36.91,19.19,-122.41,0.0,1009.13,56.499,42.35918,-71.10883,-38.71,10.9525623526059,,0.0,41.935486,,11 / 19,11782,2015-08-25 14:32:54:800
8.011,-3.1484,-4.7405,7.7633,-3.227,-5.0486,0.3567,-0.0064,0.2997,-0.0639,-0.0373,0.0501,0.0,-46.5,42.48,47.58,39.55,19.21,-123.04,0.0,1009.13,56.499,42.35918,-71.10883,-38.71,10.9525623526059,,0.0,41.935486,,11 / 19,11889,2015-08-25 14:32:54:907
7.8949,-3.0957,-5.0075,7.7976,-3.1985,-5.0136,0.3175,0.1734,0.1977,0.179,0.0575,-0.114,0.0,-46.2,42.3,47.76,39.77,19.04,-122.74,0.0,1009.11,54.468,42.35918,-71.10883,-38.71,10.9525623526059,,0.0,41.935486,,11 / 19,11995,2015-08-25 14:32:55:013
7.2772,-3.4572,-5.0458,7.9089,-3.1693,-4.8555,-0.0284,0.0951,-0.0622,0.2525,0.1502,-0.1917,0.0,-46.2,42.3,47.4,39.89,18.86,-121.55,0.0,1009.09,54.468,42.35918,-71.10883,-38.71,10.9525623526059,,0.0,41.935486,,11 / 19,12100,2015-08-25 14:32:55:118
8.1295,-3.1161,-4.6088,7.9936,-3.1827,-4.7055,-0.258,0.014,9.0E-4,0.0991,-0.0192,-0.0383,0.0,-46.32,42.36,47.04,41.92,18.94,-120.48,0.0,1009.09,54.468,42.35918,-71.10883,-38.71,10.9525623526059,,0.0,41.935486,,11 / 19,12207,2015-08-25 14:32:55:225
8.7053,-3.1149,-4.5849,8.0345,-3.1848,-4.634,0.4577,-0.033,0.2131,0.2866,0.1214,-0.1534,0.0,-46.62,42.36,46.44,40.68,18.95,-119.97,0.0,1009.11,54.468,42.35918,-71.10883,-38.71,10.9525623526059,,0.0,41.935486,,11 / 19,12313,2015-08-25 14:32:55:331
7.4364,-3.4105,-5.0925,8.0558,-3.2182,-4.5735,-0.6194,-0.1923,-0.519,-0.1023,-0.0937,0.1076,0.0,-47.58,42.42,45.6,41.36,19.16,-119.58,0.0,1009.11,56.841,42.35918,-71.10883,-38.71,10.9525623526059,,0.0,41.935486,,11 / 19,12419,2015-08-25 14:32:55:437
7.8147,-4.215,-5.7066,8.0104,-3.3132,-4.5855,-0.2124,-0.6803,-0.4818,-0.2173,-0.0831,0.1097,0.0,-49.68,42.54,43.92,35.92,19.75,-119.79,0.0,1009.11,56.841,42.359184,-71.10884,-41.94,10.9525623526059,,0.0,38.709675,,9 / 19,12524,2015-08-25 14:32:55:542
8.5281,-3.468,-4.0606,7.939,-3.3456,-4.6851,-0.2272,-0.1392,0.1516,-0.2173,-0.0831,0.1097,0.0,-49.68,42.54,43.92,35.92,19.75,-119.79,0.0,1009.1,56.841,42.359184,-71.10884,-41.94,10.9525623526059,,0.0,38.709675,,9 / 19,12630,2015-08-25 14:32:55:648
8.023,-3.6236,-4.5071,7.9468,-3.3906,-4.6393,-0.2733,-0.2714,-0.2497,0.0639,0.0202,0.0085,0.0,-52.02,42.72,42.12,28.61,19.95,-120.55,0.0,1009.1,57.917,42.359184,-71.10884,-41.94,10.9525623526059,,0.0,38.709675,,9 / 19,12736,2015-08-25 14:32:55:754
7.8231,-3.7134,-4.7082,7.9468,-3.3906,-4.6393,-0.2733,-0.2714,-0.2497,0.0043,-0.0202,0.0085,0.0,-54.0,43.02,40.68,25.6,20.23,-120.28,0.0,1009.12,57.917,42.359184,-71.10884,-41.94,10.9525623526059,,0.0,38.709675,,9 / 19,12842,2015-08-25 14:32:55:860
7.9368,-3.7158,-4.7728,7.9313,-3.4078,-4.6531,-0.0196,-0.2709,0.0503,0.0202,0.0213,-0.0181,0.0,-55.38,43.38,39.54,21.65,20.33,-120.4,0.0,1009.12,57.917,42.359184,-71.10884,-41.94,10.9525623526059,,0.0,38.709675,,9 / 19,12948,2015-08-25 14:32:55:966
7.8721,-3.6176,-4.6807,7.9384,-3.4093,-4.6399,-0.0663,-0.2084,-0.0408,0.0043,0.0075,-0.0202,0.0,-55.5,43.74,39.36,18.29,20.34,-120.31,0.0,1009.11,60.037,42.359184,-71.10884,-41.94,10.9525623526059,,0.0,38.709675,,9 / 19,13054,2015-08-25 14:32:56:072
7.768,-3.6033,-4.6376,7.9352,-3.4182,-4.6387,-0.1265,-0.2521,-0.0958,-0.0011,0.0,0.0053,0.0,-54.96,43.98,39.42,18.34,20.4,-120.31,0.0,1009.1,60.037,42.359184,-71.10884,-41.94,10.9525623526059,,0.0,38.709675,,9 / 19,13160,2015-08-25 14:32:56:178
8.0517,-3.5733,-4.6507,7.9191,-3.4318,-4.6563,-0.0302,-0.1847,-0.095,-0.0405,-0.0405,0.032,0.0,-54.12,44.28,39.36,19.13,20.48,-120.46,0.0,1009.1,60.037,42.359184,-71.10884,-41.94,10.9525623526059,,0.0,38.709675,,9 / 19,13266,2015-08-25 14:32:56:284
8.0421,-3.559,-4.391,7.9056,-3.4393,-4.6736,-0.1316,-0.1173,0.1545,0.0032,0.0043,-0.016,0.0,-52.8,44.52,39.36,18.99,20.53,-120.59,0.0,1009.14,60.196,42.359184,-71.10884,-41.94,10.9525623526059,,0.0,38.709675,,9 / 19,13372,2015-08-25 14:32:56:390
7.7285,-3.5195,-4.6902,7.8959,-3.4443,-4.6863,-0.1674,-0.0751,-0.004,0.0373,0.0213,-0.0085,0.0,-51.36,44.7,39.84,23.16,20.56,-120.69,0.0,1009.14,60.196,42.359184,-71.10884,-41.94,10.9525623526059,,0.0,38.709675,,9 / 19,13479,2015-08-25 14:32:56:497
7.8542,-3.5901,-4.5107,7.8988,-3.4638,-4.6669,-0.0207,-0.1981,0.0988,0.0373,0.0213,-0.0085,0.0,-51.36,44.7,39.84,23.16,20.56,-120.69,0.0,1009.11,60.196,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,9 / 19,13584,2015-08-25 14:32:56:602
7.9751,-3.5805,-4.6172,7.8988,-3.4638,-4.6669,-0.0207,-0.1981,0.0988,-0.0064,-0.0096,0.016,0.0,-50.28,44.7,41.04,26.8,20.68,-120.58,0.0,1009.11,58.242,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,10 / 19,13690,2015-08-25 14:32:56:708
7.5956,-3.4093,-4.5191,7.8908,-3.4628,-4.6812,-0.1132,-0.0578,0.0113,0.0149,0.0053,-0.0138,0.0,-49.8,44.46,42.36,29.95,20.68,-120.68,0.0,1009.07,58.242,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,10 / 19,13796,2015-08-25 14:32:56:814
7.9224,-3.4141,-4.6831,7.8905,-3.4633,-4.6814,0.0319,0.0492,-0.0017,0.0043,-0.0256,0.0128,0.0,-49.92,43.98,43.62,34.33,20.68,-120.68,0.0,1009.1,58.242,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,10 / 19,13903,2015-08-25 14:32:56:921
8.0756,-3.2058,-4.7046,7.8978,-3.4191,-4.7015,-0.0041,0.3114,0.0185,-0.0021,-0.0213,-0.0128,0.0,-50.88,43.5,44.28,32.91,20.4,-120.76,0.0,1009.1,55.501,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,10 / 19,14009,2015-08-25 14:32:57:027
7.8542,-2.8575,-4.5466,7.9032,-3.3592,-4.7356,-0.0274,0.5592,-0.0636,-0.0202,-0.0107,0.0096,0.0,-51.6,43.2,43.92,32.38,20.03,-120.93,0.0,1009.17,55.501,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,10 / 19,14115,2015-08-25 14:32:57:133
8.3258,-2.654,-4.5179,7.9203,-3.3283,-4.7288,0.7192,0.1847,-0.0764,0.0032,-0.0234,0.0011,0.0,-52.38,43.02,43.14,29.95,19.84,-120.84,0.0,1009.17,55.501,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,10 / 19,14221,2015-08-25 14:32:57:239
7.7871,-2.8994,-4.8686,7.9602,-3.2741,-4.6996,-0.0773,0.2562,0.0404,0.0383,-0.0128,-0.0298,0.0,-52.92,43.02,42.54,29.26,19.5,-120.56,0.0,1009.14,54.755,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,10 / 19,14327,2015-08-25 14:32:57:345
8.0218,-2.9736,-5.2086,7.9633,-3.2344,-4.7216,0.0584,0.2608,-0.487,-0.0288,0.0362,0.0213,0.0,-53.04,43.2,42.06,26.19,19.26,-120.66,0.0,1009.09,54.755,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,10 / 19,14433,2015-08-25 14:32:57:451
8.0852,-3.2777,-4.6316,7.9636,-3.2241,-4.7282,0.0139,0.0613,0.2535,-0.0288,0.0362,0.0213,0.0,-53.04,43.2,42.06,26.19,19.26,-120.66,0.0,1009.09,54.755,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,14539,2015-08-25 14:32:57:557
8.1547,-2.8671,-4.5286,7.9636,-3.2241,-4.7282,0.0139,0.0613,0.2535,-0.0277,-0.0256,0.0149,0.0,-53.22,43.44,41.88,25.99,19.19,-120.7,0.0,1009.09,54.845,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,14645,2015-08-25 14:32:57:663
7.7488,-3.3232,-4.464,7.9887,-3.1951,-4.7056,0.0893,0.0443,-0.0637,0.0181,0.0469,-0.0554,0.0,-53.34,43.8,42.06,25.16,19.01,-120.5,0.0,1009.09,54.845,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,14751,2015-08-25 14:32:57:769
8.0649,-3.1603,-4.8339,7.9943,-3.1763,-4.7088,0.0694,0.0052,-0.1538,-0.0277,-0.0245,0.0075,1.0,-53.46,44.22,42.12,24.99,18.9,-120.5,0.0,1009.14,54.845,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,14857,2015-08-25 14:32:57:875
8.1726,-2.6983,-4.4436,7.9948,-3.1289,-4.7395,0.1778,0.4306,0.2958,0.0639,0.0107,-0.0437,1.0,-53.4,44.64,42.18,23.17,18.61,-120.66,0.0,1009.13,58.202,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,14963,2015-08-25 14:32:57:981
7.8829,-2.7569,-4.9356,8.0515,-3.0882,-4.6698,-0.2104,0.2762,-0.37,0.0479,0.0469,0.0075,1.0,-53.4,45.0,42.3,24.24,18.36,-120.11,0.0,1009.13,58.202,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,15068,2015-08-25 14:32:58:086
8.3773,-2.7078,-5.1679,8.0345,-3.095,-4.6945,-0.0462,0.1286,0.8614,-0.0714,0.0565,0.0799,0.0,-53.4,45.24,42.42,23.83,18.4,-120.3,0.0,1009.1,58.202,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,15174,2015-08-25 14:32:58:192
8.6263,-3.0382,-4.0989,8.0586,-3.0439,-4.6865,0.2721,0.6785,0.5158,0.1321,0.049,-0.0884,0.0,-53.46,45.36,42.48,23.71,18.08,-120.18,0.0,1009.1,61.95,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,15281,2015-08-25 14:32:58:299
8.0673,-2.794,-4.9333,8.0709,-3.1202,-4.6146,-0.7315,-0.9955,-0.3282,0.1321,0.049,-0.0884,0.0,-53.46,45.36,42.48,23.71,18.08,-120.18,0.0,1009.14,61.95,42.359177,-71.10882,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,15387,2015-08-25 14:32:58:405
8.2504,-3.2046,-4.604,8.0258,-3.1652,-4.6623,0.2246,-0.0394,0.0583,-0.0415,0.0405,0.0767,0.0,-53.52,45.42,42.48,24.58,18.55,-119.76,0.0,1009.09,61.95,42.35916,-71.10884,-51.61,10.9525623526059,,0.0,38.709675,,10 / 19,15493,2015-08-25 14:32:58:511
7.9033,-3.0131,-4.7561,8.0258,-3.1652,-4.6623,0.2246,-0.0394,0.0583,-0.0245,-0.1513,0.049,0.0,-53.88,45.48,42.24,23.93,18.83,-120.15,0.0,1009.09,56.233,42.35916,-71.10884,-51.61,10.9525623526059,,0.0,38.709675,,10 / 19,15598,2015-08-25 14:32:58:616
7.5824,-3.4536,-4.7609,8.0461,-3.1389,-4.6452,-0.3499,-0.0323,0.0711,0.0937,0.0735,-0.0479,0.0,-54.18,45.48,42.12,24.11,18.67,-120.0,0.0,1009.08,56.233,42.35916,-71.10884,-51.61,10.9525623526059,,0.0,38.709675,,10 / 19,15705,2015-08-25 14:32:58:723
8.1163,-3.3866,-4.7274,8.0396,-3.1743,-4.6324,-0.013,-0.2781,0.1816,-0.0075,0.0128,0.0192,0.0,-54.54,45.48,42.0,23.68,18.89,-119.95,0.0,1009.08,56.233,42.35916,-71.10884,-51.61,10.9525623526059,,0.0,38.709675,,10 / 19,15811,2015-08-25 14:32:58:829
7.9392,-3.1472,-4.5765,8.0343,-3.179,-4.6383,0.0725,-0.0759,-0.1166,-0.0075,-0.0149,-0.0107,0.0,-54.9,45.48,41.94,23.59,18.92,-120.0,0.0,1009.12,54.958,42.35916,-71.10884,-51.61,10.9525623526059,,0.0,38.709675,,10 / 19,15917,2015-08-25 14:32:58:935
7.8877,-3.231,-4.6436,8.031,-3.1757,-4.6462,-0.1733,-0.0648,-0.0429,0.017,0.0234,0.0043,0.0,-54.96,45.48,42.0,23.42,18.9,-120.05,0.0,1009.12,54.958,42.35916,-71.10884,-51.61,10.9525623526059,,0.0,38.709675,,10 / 19,16023,2015-08-25 14:32:59:041
7.9751,-3.4321,-4.4999,8.0355,-3.1998,-4.6219,-0.0604,-0.2323,0.122,-0.0437,-0.0213,0.0021,1.0,-55.02,45.48,41.88,24.03,19.04,-119.91,0.0,1009.11,54.958,42.35916,-71.10884,-51.61,10.9525623526059,,0.0,38.709675,,10 / 19,16129,2015-08-25 14:32:59:147
7.8314,-3.4512,-5.2373,8.0282,-3.1927,-4.6394,-0.3177,-0.0263,0.2999,0.0117,-0.0075,0.0085,0.0,-55.02,45.42,41.64,23.65,19.0,-120.02,0.0,1009.08,56.14,42.35916,-71.10884,-51.61,10.9525623526059,,0.0,38.709675,,10 / 19,16235,2015-08-25 14:32:59:253
7.9428,-3.2789,-4.7812,8.0231,-3.1937,-4.6476,-0.127,0.0465,-0.0128,0.0117,-0.0075,0.0085,0.0,-55.02,45.42,41.64,23.65,19.0,-120.02,0.0,1009.08,56.14,42.35916,-71.10884,-51.61,10.9525623526059,,0.0,38.709675,,10 / 19,16341,2015-08-25 14:32:59:359
8.029,-3.4058,-4.8686,8.0231,-3.1937,-4.6476,-0.127,0.0465,-0.0128,0.0469,0.0522,0.0043,0.0,-54.96,45.42,41.46,21.23,19.01,-120.08,0.0,1009.1,56.14,42.35916,-71.10884,-51.61,10.9525623526059,,0.0,38.709675,,10 / 19,16447,2015-08-25 14:32:59:465
8.3534,-3.3279,-4.1731,8.0495,-3.2189,-4.584,0.1183,-0.2514,0.0111,-0.0458,-0.0522,0.0181,0.0,-54.96,45.36,41.34,22.65,19.16,-119.66,0.0,1009.1,52.218,42.359173,-71.10885,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,16552,2015-08-25 14:32:59:570
7.8266,-3.2956,-4.5825,8.0295,-3.2029,-4.6301,-0.2029,-0.0927,0.0476,0.0,-0.0522,-0.0298,1.0,-54.9,45.36,41.4,21.63,19.06,-119.97,0.0,1009.07,52.218,42.359173,-71.10885,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,16659,2015-08-25 14:32:59:677
8.0565,-3.4129,-4.5849,8.0271,-3.183,-4.648,-0.0472,-0.1713,-0.369,-0.0085,0.0437,0.016,1.0,-54.84,45.36,41.52,23.42,18.94,-120.07,0.0,1009.1,52.218,42.359173,-71.10885,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,16764,2015-08-25 14:32:59:782
8.0026,-3.2884,-4.6615,8.0417,-3.212,-4.6026,0.247,0.0062,0.4091,0.0138,0.0096,-0.0064,1.0,-54.72,45.36,41.58,24.49,19.12,-119.78,0.0,1009.1,52.509,42.359173,-71.10885,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,16871,2015-08-25 14:32:59:889
7.8458,-3.4213,-4.7058,8.0418,-3.2022,-4.6093,-0.2247,-0.0839,-0.2964,0.0096,0.0032,-0.0011,0.0,-54.66,45.36,41.52,24.3,19.06,-119.82,0.0,1009.11,52.509,42.359173,-71.10885,-45.16,10.9525623526059,,0.0,38.709675,,8 / 19,16977,2015-08-25 14:32:59:995
